veh_value,exposure,clm,numclaims,claimcst0,veh_body,veh_age,gender,area,agecat,severity,frequincy
1.85,0.7857631759,0,0,0.0,HBACK,2,M,A,4,0.0,0.0
2.39,0.7857631759,0,0,0.0,STNWG,3,M,C,3,0.0,0.0
1.62,0.1861738535,0,0,0.0,HBACK,2,F,C,4,0.0,0.0
2.61,0.7857631759,0,0,0.0,MIBUS,3,M,C,3,0.0,0.0
1.24,0.2135523614,0,0,0.0,HBACK,3,F,C,2,0.0,0.0
0.92,0.7857631759,0,0,0.0,HBACK,4,F,B,2,0.0,0.0
1.2,0.2135523614,0,0,0.0,HBACK,2,F,A,5,0.0,0.0
0.85,0.7857631759,0,0,0.0,SEDAN,4,F,E,3,0.0,0.0
1.28,0.0629705681,0,0,0.0,STNWG,4,M,A,4,0.0,0.0
1.37,0.1861738535,0,0,0.0,HBACK,3,F,C,5,0.0,0.0
0.94,0.7857631759,0,0,0.0,SEDAN,4,M,A,5,0.0,0.0
2.18,0.7857631759,0,0,0.0,SEDAN,2,M,D,4,0.0,0.0
0.78,0.7857631759,0,0,0.0,HBACK,4,F,C,2,0.0,0.0
1.58,0.1341546886,0,0,0.0,HBACK,2,F,B,3,0.0,0.0
0.45,0.7857631759,0,0,0.0,SEDAN,4,M,C,4,0.0,0.0
5.32,0.7857631759,0,0,0.0,SEDAN,1,F,C,3,0.0,0.0
1.04,0.7857631759,0,0,0.0,HBACK,2,F,B,4,0.0,0.0
2.2,0.2874743326,1,1,12343.72998,MIBUS,3,M,E,3,12344.0,3.48
5.51,0.4024640657,0,0,0.0,STNWG,1,M,A,4,0.0,0.0
2.52,0.2135523614,0,0,0.0,TRUCK,3,F,F,3,0.0,0.0
1.42,0.1341546886,0,0,0.0,STNWG,4,M,C,3,0.0,0.0
1.74,0.2135523614,0,0,0.0,HBACK,2,F,A,2,0.0,0.0
0.46,0.7857631759,0,0,0.0,SEDAN,4,F,E,2,0.0,0.0
1.48,0.7857631759,0,0,0.0,HBACK,1,M,C,4,0.0,0.0
2.83,0.7857631759,0,0,0.0,STNWG,1,F,C,5,0.0,0.0
0.77,0.7857631759,0,0,0.0,HBACK,3,F,C,2,0.0,0.0
1.57,0.8761122519,0,0,0.0,SEDAN,2,M,E,2,0.0,0.0
1.57,0.7857631759,0,0,0.0,HBACK,2,F,A,4,0.0,0.0
1.51,0.5338809035,0,0,0.0,STNWG,3,M,C,6,0.0,0.0
1.43,0.1587953457,0,0,0.0,HBACK,2,F,C,2,0.0,0.0
0.95,0.7857631759,0,0,0.0,SEDAN,4,M,A,3,0.0,0.0
1.65,0.7857631759,0,0,0.0,SEDAN,2,F,C,5,0.0,0.0
0.84,0.7857631759,0,0,0.0,HBACK,3,M,C,5,0.0,0.0
0.96,0.7857631759,0,0,0.0,TRUCK,4,M,A,1,0.0,0.0
1.56,0.2135523614,0,0,0.0,SEDAN,3,F,B,3,0.0,0.0
0.77,0.7008898015,0,0,0.0,HBACK,3,F,D,1,0.0,0.0
1.48,0.038329911,0,0,0.0,HBACK,3,F,C,4,0.0,0.0
0.92,0.2135523614,0,0,0.0,HBACK,3,F,B,2,0.0,0.0
0.41,0.7857631759,0,0,0.0,SEDAN,4,M,A,3,0.0,0.0
0.84,0.7857631759,1,1,200.0,SEDAN,3,M,A,4,200.0,1.27
1.31,0.7857631759,0,0,0.0,STNWG,4,F,E,3,0.0,0.0
3.32,0.7857631759,0,0,0.0,UTE,2,F,D,5,0.0,0.0
1.4,0.5995893224,1,1,200.0,HBACK,1,F,A,4,200.0,1.67
0.88,0.8815879535,0,0,0.0,SEDAN,4,M,B,6,0.0,0.0
1.2,0.7857631759,0,0,0.0,SEDAN,3,M,E,6,0.0,0.0
2.3,0.7885010267,0,0,0.0,SEDAN,4,M,A,5,0.0,0.0
1.95,0.7446954141,0,0,0.0,HBACK,1,M,D,5,0.0,0.0
1.23,0.7857631759,0,0,0.0,SEDAN,3,F,A,5,0.0,0.0
0.78,0.8815879535,0,0,0.0,STNWG,4,F,B,5,0.0,0.0
1.21,0.8815879535,0,0,0.0,UTE,4,F,E,3,0.0,0.0
1.23,0.7857631759,0,0,0.0,SEDAN,3,F,C,2,0.0,0.0
2.25,0.1861738535,0,0,0.0,SEDAN,3,F,C,3,0.0,0.0
1.1,0.5338809035,0,0,0.0,HBACK,4,F,A,2,0.0,0.0
2.18,0.7857631759,0,0,0.0,SEDAN,2,F,D,2,0.0,0.0
1.8,0.7446954141,0,0,0.0,SEDAN,2,F,A,5,0.0,0.0
2.0,0.1587953457,0,0,0.0,HBACK,3,M,C,4,0.0,0.0
1.99,0.1587953457,0,0,0.0,HBACK,1,M,C,2,0.0,0.0
1.81,0.462696783,0,0,0.0,UTE,1,M,C,2,0.0,0.0
0.66,0.1587953457,0,0,0.0,MIBUS,4,F,D,4,0.0,0.0
2.12,0.3997262149,0,0,0.0,COUPE,2,F,F,4,0.0,0.0
1.3,0.8898015058,0,0,0.0,HBACK,1,F,A,1,0.0,0.0
1.15,0.462696783,0,0,0.0,SEDAN,3,M,C,3,0.0,0.0
1.47,0.2874743326,0,0,0.0,SEDAN,3,F,B,3,0.0,0.0
1.51,0.462696783,0,0,0.0,HBACK,3,M,A,2,0.0,0.0
2.27,0.1587953457,0,0,0.0,SEDAN,1,M,C,3,0.0,0.0
1.75,0.7419575633,1,1,200.0,SEDAN,2,F,D,5,200.0,1.35
1.41,0.1587953457,0,0,0.0,SEDAN,3,M,A,3,0.0,0.0
0.44,0.1861738535,0,0,0.0,SEDAN,4,F,C,2,0.0,0.0
1.47,0.0821355236,0,0,0.0,UTE,4,M,D,1,0.0,0.0
1.7,0.0821355236,0,0,0.0,SEDAN,2,F,C,2,0.0,0.0
0.84,0.7446954141,0,0,0.0,HBACK,4,F,B,2,0.0,0.0
1.17,0.7446954141,0,0,0.0,SEDAN,3,F,C,2,0.0,0.0
5.59,0.9171800137,0,0,0.0,STNWG,1,M,A,5,0.0,0.0
1.17,0.7446954141,0,0,0.0,SEDAN,3,M,B,2,0.0,0.0
3.41,0.7446954141,0,0,0.0,STNWG,2,M,C,2,0.0,0.0
2.43,0.7446954141,0,0,0.0,SEDAN,1,M,A,6,0.0,0.0
1.72,0.7446954141,0,0,0.0,HBACK,2,F,B,2,0.0,0.0
1.29,0.5311430527,0,0,0.0,SEDAN,3,F,C,5,0.0,0.0
1.37,0.7446954141,0,0,0.0,SEDAN,2,F,C,4,0.0,0.0
5.179,0.34770705,0,0,0.0,TRUCK,1,M,E,1,0.0,0.0
0.89,0.34770705,0,0,0.0,SEDAN,3,M,C,1,0.0,0.0
1.37,0.5968514716,0,0,0.0,TRUCK,4,F,E,5,0.0,0.0
1.58,0.1861738535,0,0,0.0,HBACK,2,F,B,5,0.0,0.0
1.72,0.1095140315,0,0,0.0,SEDAN,1,F,C,6,0.0,0.0
1.42,0.1341546886,0,0,0.0,SEDAN,3,F,D,4,0.0,0.0
2.55,0.1095140315,0,0,0.0,HDTOP,1,F,B,2,0.0,0.0
1.37,0.1232032854,0,0,0.0,HBACK,1,F,A,6,0.0,0.0
1.32,0.501026694,0,0,0.0,SEDAN,3,F,D,5,0.0,0.0
4.36,0.4024640657,0,0,0.0,STNWG,1,F,A,4,0.0,0.0
1.46,0.1095140315,0,0,0.0,HBACK,2,M,C,4,0.0,0.0
1.8,0.0136892539,0,0,0.0,STNWG,3,F,A,2,0.0,0.0
2.199,0.34770705,0,0,0.0,SEDAN,1,F,D,4,0.0,0.0
4.41,0.2765229295,0,0,0.0,STNWG,2,M,B,2,0.0,0.0
2.21,0.34770705,0,0,0.0,PANVN,2,M,A,5,0.0,0.0
2.51,0.7419575633,0,0,0.0,STNWG,3,M,B,4,0.0,0.0
1.53,0.1095140315,0,0,0.0,TRUCK,1,M,E,4,0.0,0.0
1.549,0.34770705,0,0,0.0,HBACK,1,M,C,3,0.0,0.0
1.64,0.2546201232,0,0,0.0,SEDAN,3,M,C,4,0.0,0.0
1.55,0.7446954141,0,0,0.0,HDTOP,4,M,C,3,0.0,0.0
1.39,0.2546201232,0,0,0.0,HBACK,1,F,C,1,0.0,0.0
1.95,0.7446954141,1,1,7297.5999908,STNWG,3,F,B,3,7298.0,1.34
1.3,0.7446954141,0,0,0.0,HBACK,1,F,B,4,0.0,0.0
1.78,0.3093771389,0,0,0.0,SEDAN,2,F,D,2,0.0,0.0
3.0,0.7446954141,0,0,0.0,STNWG,1,F,C,1,0.0,0.0
0.83,0.4462696783,0,0,0.0,SEDAN,3,M,B,3,0.0,0.0
1.4,0.2546201232,0,0,0.0,HBACK,1,M,A,2,0.0,0.0
1.79,0.1095140315,0,0,0.0,STNWG,4,M,A,2,0.0,0.0
2.07,0.1177275838,0,0,0.0,UTE,2,F,B,2,0.0,0.0
1.33,0.2902121834,0,0,0.0,SEDAN,3,F,B,3,0.0,0.0
1.07,0.1177275838,0,0,0.0,UTE,4,M,C,2,0.0,0.0
1.17,0.7446954141,0,0,0.0,SEDAN,3,F,B,1,0.0,0.0
1.66,0.0821355236,0,0,0.0,STNWG,2,M,C,4,0.0,0.0
1.75,0.2819986311,0,0,0.0,SEDAN,2,F,C,5,0.0,0.0
1.54,0.1861738535,0,0,0.0,SEDAN,1,F,E,5,0.0,0.0
1.62,0.2847364819,0,0,0.0,STNWG,3,F,B,2,0.0,0.0
0.97,0.1314168378,0,0,0.0,SEDAN,3,M,A,4,0.0,0.0
0.44,0.1861738535,0,0,0.0,STNWG,4,F,C,4,0.0,0.0
0.91,0.5968514716,0,0,0.0,SEDAN,4,F,C,1,0.0,0.0
1.33,0.5311430527,0,0,0.0,SEDAN,3,F,E,2,0.0,0.0
1.26,0.1998631075,1,1,7987.2699738,STNWG,3,F,D,1,7987.0,5.0
1.22,0.9993155373,0,0,0.0,HBACK,3,F,C,1,0.0,0.0
1.89,0.1095140315,0,0,0.0,STNWG,3,M,B,4,0.0,0.0
5.57,0.0109514031,0,0,0.0,STNWG,1,F,C,6,0.0,0.0
0.73,0.0574948665,0,0,0.0,BUS,4,F,C,2,0.0,0.0
2.14,0.34770705,0,0,0.0,HBACK,2,F,B,3,0.0,0.0
1.86,0.1587953457,0,0,0.0,SEDAN,1,M,B,3,0.0,0.0
0.41,0.5503080082,0,0,0.0,SEDAN,4,F,A,3,0.0,0.0
0.51,0.34770705,0,0,0.0,HBACK,4,F,D,4,0.0,0.0
5.17,0.0821355236,0,0,0.0,STNWG,1,M,C,4,0.0,0.0
1.23,0.0711841205,0,0,0.0,HBACK,1,F,B,6,0.0,0.0
0.4,0.4024640657,0,0,0.0,SEDAN,4,M,B,5,0.0,0.0
0.87,0.7446954141,0,0,0.0,HBACK,3,F,E,4,0.0,0.0
2.31,0.0821355236,0,0,0.0,STNWG,3,M,F,2,0.0,0.0
3.81,0.4736481862,0,0,0.0,UTE,1,M,A,4,0.0,0.0
0.97,0.0246406571,0,0,0.0,HBACK,3,F,C,1,0.0,0.0
0.74,0.0136892539,0,0,0.0,HBACK,3,F,A,1,0.0,0.0
4.89,0.1341546886,0,0,0.0,COUPE,2,M,C,2,0.0,0.0
1.34,0.1095140315,0,0,0.0,HBACK,2,F,D,4,0.0,0.0
4.07,0.1204654346,0,0,0.0,TRUCK,1,F,F,1,0.0,0.0
1.49,0.8651608487,0,0,0.0,SEDAN,3,M,A,3,0.0,0.0
0.7,0.8898015058,0,0,0.0,HBACK,4,M,C,2,0.0,0.0
1.399,0.9226557153,0,0,0.0,HBACK,1,M,C,4,0.0,0.0
0.51,0.1095140315,0,0,0.0,SEDAN,4,F,D,6,0.0,0.0
0.75,0.4681724846,0,0,0.0,HBACK,3,M,A,3,0.0,0.0
5.59,0.9171800137,1,1,1168.1699982,STNWG,1,M,C,3,1168.0,1.09
2.96,0.0109514031,0,0,0.0,SEDAN,1,F,B,3,0.0,0.0
1.25,0.8898015058,0,0,0.0,STNWG,4,M,A,3,0.0,0.0
1.43,0.2874743326,0,0,0.0,SEDAN,3,F,B,3,0.0,0.0
2.04,0.7446954141,0,0,0.0,STNWG,3,M,F,4,0.0,0.0
1.28,0.1095140315,0,0,0.0,HBACK,2,F,A,2,0.0,0.0
1.3,0.7446954141,0,0,0.0,HBACK,1,M,B,4,0.0,0.0
1.38,0.34770705,1,1,7661.8199921,STNWG,4,M,E,1,7662.0,2.88
2.37,0.5338809035,0,0,0.0,STNWG,3,M,F,3,0.0,0.0
1.33,0.7446954141,0,0,0.0,SEDAN,3,F,C,3,0.0,0.0
1.27,0.3449691992,1,1,1884.9099998,STNWG,4,M,B,4,1885.0,2.9
1.65,0.1095140315,0,0,0.0,STNWG,4,F,E,3,0.0,0.0
1.61,0.076659822,0,0,0.0,HBACK,1,F,D,1,0.0,0.0
1.6,0.1095140315,0,0,0.0,HBACK,2,F,B,3,0.0,0.0
1.36,0.8678986995,1,2,2821.0299988,MIBUS,4,F,A,4,1411.0,2.3
3.94,0.4024640657,0,0,0.0,STNWG,2,F,D,3,0.0,0.0
0.57,0.3832991102,0,0,0.0,SEDAN,4,M,A,2,0.0,0.0
2.06,0.3394934976,0,0,0.0,SEDAN,1,F,F,3,0.0,0.0
1.7,0.0821355236,0,0,0.0,HBACK,1,F,C,5,0.0,0.0
2.01,0.34770705,0,0,0.0,HBACK,1,F,A,5,0.0,0.0
0.96,0.1752224504,0,0,0.0,HBACK,3,F,C,2,0.0,0.0
6.49,0.0821355236,0,0,0.0,STNWG,1,M,C,5,0.0,0.0
1.19,0.4599589322,0,0,0.0,SEDAN,3,M,A,4,0.0,0.0
0.77,0.34770705,0,0,0.0,SEDAN,4,F,B,2,0.0,0.0
1.56,0.4024640657,0,0,0.0,SEDAN,2,F,C,1,0.0,0.0
2.01,0.5968514716,0,0,0.0,HBACK,1,F,B,5,0.0,0.0
3.23,0.0355920602,0,0,0.0,TRUCK,3,M,B,3,0.0,0.0
1.18,0.8898015058,0,0,0.0,SEDAN,4,F,B,4,0.0,0.0
1.23,0.4599589322,0,0,0.0,SEDAN,3,F,C,5,0.0,0.0
0.76,0.0821355236,0,0,0.0,HBACK,3,M,B,1,0.0,0.0
1.31,0.1095140315,0,0,0.0,TRUCK,2,F,B,4,0.0,0.0
8.42,0.4599589322,0,0,0.0,SEDAN,1,M,A,5,0.0,0.0
2.44,0.9199178645,0,0,0.0,SEDAN,1,M,A,1,0.0,0.0
1.36,0.8788501027,1,1,1120.25,STNWG,4,F,D,4,1120.0,1.14
1.94,0.34770705,0,0,0.0,SEDAN,1,F,C,3,0.0,0.0
1.36,0.076659822,0,0,0.0,HBACK,1,F,A,1,0.0,0.0
1.47,0.34770705,0,0,0.0,HBACK,1,F,C,4,0.0,0.0
2.76,0.4325804244,0,0,0.0,HBACK,1,F,A,2,0.0,0.0
0.98,0.128678987,0,0,0.0,HBACK,2,F,C,2,0.0,0.0
1.98,0.3832991102,0,0,0.0,SEDAN,2,F,C,4,0.0,0.0
1.61,0.4599589322,0,0,0.0,HBACK,1,F,B,2,0.0,0.0
2.6,0.0958247775,0,0,0.0,TRUCK,3,M,E,2,0.0,0.0
2.81,0.0136892539,0,0,0.0,STNWG,3,M,F,2,0.0,0.0
1.26,0.9993155373,1,1,3789.7699966,HBACK,2,F,C,5,3790.0,1.0
1.34,0.5968514716,0,0,0.0,SEDAN,3,M,B,4,0.0,0.0
1.4,0.0821355236,0,0,0.0,MIBUS,4,F,F,5,0.0,0.0
1.14,0.3942505133,0,0,0.0,SEDAN,3,M,A,3,0.0,0.0
1.57,0.0821355236,0,0,0.0,SEDAN,2,F,A,2,0.0,0.0
2.34,0.7419575633,0,0,0.0,STNWG,3,F,F,2,0.0,0.0
6.86,0.1341546886,0,0,0.0,STNWG,1,F,A,2,0.0,0.0
1.4,0.257357974,0,0,0.0,HBACK,1,F,E,4,0.0,0.0
1.61,0.167008898,0,0,0.0,STNWG,3,M,A,2,0.0,0.0
1.43,0.1341546886,0,0,0.0,TRUCK,4,M,E,4,0.0,0.0
2.03,0.34770705,0,0,0.0,SEDAN,2,M,C,1,0.0,0.0
1.49,0.8131416838,1,1,353.76999998,UTE,3,F,B,3,354.0,1.23
1.71,0.1341546886,0,0,0.0,SEDAN,2,F,C,2,0.0,0.0
1.76,0.3887748118,0,0,0.0,SEDAN,2,F,E,5,0.0,0.0
2.16,0.4024640657,0,0,0.0,TRUCK,3,M,E,2,0.0,0.0
1.0,0.8158795346,0,0,0.0,HBACK,3,M,E,1,0.0,0.0
1.3,0.0657084189,0,0,0.0,HBACK,2,F,B,2,0.0,0.0
3.01,0.7419575633,1,2,3997.8199997,UTE,1,M,A,1,1999.0,2.7
0.46,0.2874743326,0,0,0.0,STNWG,4,F,B,4,0.0,0.0
2.88,0.4024640657,0,0,0.0,STNWG,1,F,B,2,0.0,0.0
5.83,0.128678987,0,0,0.0,STNWG,2,F,C,5,0.0,0.0
1.32,0.0136892539,0,0,0.0,HBACK,1,M,C,5,0.0,0.0
1.65,0.1861738535,0,0,0.0,STNWG,4,M,F,2,0.0,0.0
1.01,0.1861738535,0,0,0.0,SEDAN,3,F,A,2,0.0,0.0
1.41,0.1341546886,0,0,0.0,HBACK,2,F,D,4,0.0,0.0
2.198,0.34770705,0,0,0.0,SEDAN,1,M,B,2,0.0,0.0
2.6,0.4134154689,0,0,0.0,HBACK,3,M,C,4,0.0,0.0
1.26,0.9993155373,0,0,0.0,HBACK,2,M,C,3,0.0,0.0
0.7,0.1341546886,0,0,0.0,UTE,4,F,C,2,0.0,0.0
0.98,0.3258042437,0,0,0.0,SEDAN,3,M,C,1,0.0,0.0
1.33,0.8706365503,0,0,0.0,HBACK,2,F,B,2,0.0,0.0
2.5,0.4407939767,0,0,0.0,SEDAN,1,M,A,1,0.0,0.0
3.83,0.1587953457,0,0,0.0,STNWG,1,F,C,3,0.0,0.0
1.36,0.6872005476,0,0,0.0,HBACK,2,F,C,3,0.0,0.0
5.16,0.1587953457,0,0,0.0,STNWG,1,F,D,1,0.0,0.0
0.94,0.257357974,0,0,0.0,HBACK,3,M,A,2,0.0,0.0
0.9,0.1587953457,0,0,0.0,UTE,4,M,A,3,0.0,0.0
2.97,0.1587953457,0,0,0.0,STNWG,1,F,D,2,0.0,0.0
1.4,0.1067761807,0,0,0.0,HBACK,1,F,B,4,0.0,0.0
2.82,0.4024640657,0,0,0.0,STNWG,3,M,D,3,0.0,0.0
1.5,0.3942505133,0,0,0.0,HBACK,1,M,B,4,0.0,0.0
2.11,0.1998631075,0,0,0.0,HBACK,1,F,B,4,0.0,0.0
0.96,0.1587953457,0,0,0.0,SEDAN,3,F,C,2,0.0,0.0
1.63,0.1587953457,0,0,0.0,SEDAN,1,M,D,4,0.0,0.0
2.51,0.34770705,0,0,0.0,STNWG,2,M,A,2,0.0,0.0
1.51,0.0629705681,0,0,0.0,HBACK,3,F,C,2,0.0,0.0
0.82,0.9883641342,0,0,0.0,UTE,4,F,F,3,0.0,0.0
1.44,0.3394934976,0,0,0.0,HBACK,1,F,C,2,0.0,0.0
1.22,0.681724846,0,0,0.0,HDTOP,4,M,C,2,0.0,0.0
0.35,0.1587953457,0,0,0.0,SEDAN,4,F,A,3,0.0,0.0
2.52,0.7364818617,0,0,0.0,TRUCK,3,M,F,1,0.0,0.0
1.34,0.5065023956,0,0,0.0,SEDAN,2,M,C,6,0.0,0.0
5.75,0.1341546886,0,0,0.0,SEDAN,2,M,C,4,0.0,0.0
1.15,0.5311430527,0,0,0.0,HBACK,2,F,B,3,0.0,0.0
3.199,0.34770705,0,0,0.0,PANVN,1,F,B,1,0.0,0.0
1.45,0.1341546886,0,0,0.0,STNWG,3,F,A,3,0.0,0.0
2.97,0.34770705,0,0,0.0,STNWG,1,F,A,3,0.0,0.0
1.7,0.34770705,0,0,0.0,STNWG,3,F,F,4,0.0,0.0
0.54,0.3449691992,0,0,0.0,HBACK,4,F,B,3,0.0,0.0
4.66,0.3942505133,0,0,0.0,STNWG,1,F,E,4,0.0,0.0
0.48,0.3449691992,0,0,0.0,HBACK,4,F,D,4,0.0,0.0
1.36,0.4024640657,0,0,0.0,HDTOP,3,M,A,2,0.0,0.0
2.02,0.34770705,0,0,0.0,UTE,2,M,A,1,0.0,0.0
1.66,0.1067761807,0,0,0.0,SEDAN,2,F,D,2,0.0,0.0
5.89,0.8651608487,0,0,0.0,STNWG,2,M,A,5,0.0,0.0
1.64,0.1587953457,0,0,0.0,STNWG,4,M,B,2,0.0,0.0
1.25,0.34770705,0,0,0.0,HBACK,2,F,C,2,0.0,0.0
1.54,0.3449691992,0,0,0.0,HBACK,1,F,C,4,0.0,0.0
3.58,0.1341546886,0,0,0.0,STNWG,2,F,C,4,0.0,0.0
0.88,0.34770705,0,0,0.0,SEDAN,3,F,C,3,0.0,0.0
1.49,0.0136892539,0,0,0.0,UTE,2,M,A,1,0.0,0.0
1.41,0.34770705,0,0,0.0,SEDAN,2,F,C,3,0.0,0.0
0.86,0.0136892539,0,0,0.0,SEDAN,3,F,C,4,0.0,0.0
6.54,0.4024640657,0,0,0.0,STNWG,1,M,D,1,0.0,0.0
0.56,0.34770705,0,0,0.0,SEDAN,4,F,B,2,0.0,0.0
2.07,0.4024640657,0,0,0.0,STNWG,3,M,F,3,0.0,0.0
1.03,0.34770705,1,1,1123.539999,SEDAN,3,M,E,2,1124.0,2.88
2.52,0.3942505133,0,0,0.0,MIBUS,4,M,B,3,0.0,0.0
2.86,0.34770705,0,0,0.0,HBACK,2,F,C,3,0.0,0.0
1.37,0.4024640657,0,0,0.0,HBACK,1,F,E,2,0.0,0.0
1.77,0.4024640657,0,0,0.0,HBACK,1,F,B,5,0.0,0.0
1.18,0.34770705,0,0,0.0,SEDAN,3,M,A,4,0.0,0.0
1.67,0.1587953457,0,0,0.0,HBACK,1,M,C,1,0.0,0.0
0.83,0.5338809035,1,1,4425.2599792,HBACK,3,F,A,3,4425.0,1.87
1.34,0.4024640657,0,0,0.0,HBACK,2,F,A,4,0.0,0.0
0.31,0.8131416838,0,0,0.0,SEDAN,4,M,B,3,0.0,0.0
2.2,0.34770705,0,0,0.0,SEDAN,1,F,A,3,0.0,0.0
1.349,0.5968514716,0,0,0.0,HBACK,1,M,C,4,0.0,0.0
1.11,0.0793976728,0,0,0.0,SEDAN,3,F,C,5,0.0,0.0
1.34,0.8925393566,0,0,0.0,UTE,4,M,D,2,0.0,0.0
1.98,0.553045859,0,0,0.0,SEDAN,1,F,D,2,0.0,0.0
1.14,0.4024640657,0,0,0.0,SEDAN,3,M,C,5,0.0,0.0
1.84,0.1587953457,0,0,0.0,SEDAN,2,F,A,3,0.0,0.0
1.4,0.4024640657,0,0,0.0,HBACK,2,M,A,3,0.0,0.0
1.33,0.4024640657,0,0,0.0,HBACK,2,F,B,4,0.0,0.0
1.37,0.1587953457,0,0,0.0,SEDAN,3,M,B,2,0.0,0.0
1.63,0.4024640657,0,0,0.0,HBACK,2,F,A,3,0.0,0.0
2.26,0.167008898,0,0,0.0,SEDAN,2,M,D,3,0.0,0.0
1.97,0.4024640657,0,0,0.0,SEDAN,1,M,B,5,0.0,0.0
1.36,0.1314168378,0,0,0.0,HBACK,1,F,A,3,0.0,0.0
2.3,0.4572210814,0,0,0.0,SEDAN,1,F,A,6,0.0,0.0
2.9,0.34770705,0,0,0.0,UTE,2,M,C,1,0.0,0.0
4.05,0.1587953457,0,0,0.0,STNWG,2,F,E,2,0.0,0.0
5.03,0.1587953457,0,0,0.0,SEDAN,2,M,B,5,0.0,0.0
8.93,0.7036276523,1,1,200.0,SEDAN,1,F,C,5,200.0,1.42
0.82,0.3887748118,0,0,0.0,HBACK,4,F,B,4,0.0,0.0
1.49,0.4599589322,0,0,0.0,SEDAN,2,F,B,3,0.0,0.0
0.54,0.1587953457,0,0,0.0,SEDAN,4,F,E,2,0.0,0.0
0.54,0.4024640657,0,0,0.0,HBACK,4,F,C,5,0.0,0.0
0.99,0.1587953457,0,0,0.0,HBACK,3,M,C,3,0.0,0.0
2.12,0.4599589322,0,0,0.0,SEDAN,1,M,C,4,0.0,0.0
2.22,0.1587953457,0,0,0.0,UTE,2,M,C,1,0.0,0.0
1.47,0.3449691992,0,0,0.0,HBACK,1,F,A,4,0.0,0.0
3.24,0.0027378508,0,0,0.0,STNWG,2,M,D,3,0.0,0.0
3.04,0.0109514031,0,0,0.0,STNWG,3,F,B,4,0.0,0.0
1.79,0.8158795346,0,0,0.0,SEDAN,2,F,A,4,0.0,0.0
0.92,0.5968514716,0,0,0.0,HBACK,3,F,A,3,0.0,0.0
2.16,0.4955509925,0,0,0.0,STNWG,3,M,C,2,0.0,0.0
2.02,0.7036276523,0,0,0.0,STNWG,3,F,E,3,0.0,0.0
1.45,0.4599589322,0,0,0.0,HBACK,2,M,C,5,0.0,0.0
1.92,0.0109514031,0,0,0.0,SEDAN,2,F,C,5,0.0,0.0
2.76,0.1587953457,1,1,200.0,STNWG,2,M,E,2,200.0,6.3
1.33,0.9993155373,1,1,353.79999971,STNWG,4,M,B,5,354.0,1.0
1.87,0.1040383299,0,0,0.0,STNWG,3,F,C,5,0.0,0.0
0.67,0.0109514031,0,0,0.0,COUPE,4,F,C,3,0.0,0.0
0.77,0.1314168378,0,0,0.0,STNWG,4,M,D,3,0.0,0.0
1.15,0.128678987,1,1,200.0,SEDAN,3,F,C,5,200.0,7.77
1.97,0.1587953457,0,0,0.0,SEDAN,1,M,B,6,0.0,0.0
0.96,0.4599589322,0,0,0.0,STNWG,4,M,A,3,0.0,0.0
1.44,0.2546201232,0,0,0.0,SEDAN,2,F,E,4,0.0,0.0
1.5,0.3997262149,0,0,0.0,HBACK,1,F,C,1,0.0,0.0
1.56,0.8788501027,0,0,0.0,STNWG,4,M,F,4,0.0,0.0
1.85,0.4407939767,0,0,0.0,SEDAN,3,F,D,4,0.0,0.0
4.08,0.1587953457,1,1,389.94999981,MCARA,2,M,B,5,390.0,6.3
2.01,0.5995893224,0,0,0.0,SEDAN,1,F,A,2,0.0,0.0
2.83,0.3449691992,0,0,0.0,STNWG,2,F,D,2,0.0,0.0
0.53,0.3449691992,0,0,0.0,HBACK,4,F,C,2,0.0,0.0
2.64,0.4599589322,0,0,0.0,SEDAN,1,M,B,2,0.0,0.0
1.57,0.8788501027,0,0,0.0,HBACK,2,M,D,4,0.0,0.0
1.6,0.1204654346,0,0,0.0,SEDAN,3,F,C,3,0.0,0.0
4.28,0.5311430527,1,1,1184.9199982,STNWG,2,M,A,3,1185.0,1.88
2.62,0.3449691992,0,0,0.0,TRUCK,1,M,D,3,0.0,0.0
1.57,0.4599589322,0,0,0.0,HBACK,1,M,D,3,0.0,0.0
1.71,0.1587953457,0,0,0.0,MCARA,4,M,E,6,0.0,0.0
1.57,0.1587953457,0,0,0.0,TRUCK,4,F,D,2,0.0,0.0
1.32,0.3449691992,0,0,0.0,SEDAN,3,M,A,1,0.0,0.0
1.68,0.0109514031,0,0,0.0,STNWG,3,F,C,2,0.0,0.0
2.47,0.3449691992,0,0,0.0,STNWG,3,M,E,2,0.0,0.0
1.74,0.1834360027,0,0,0.0,HBACK,2,F,C,2,0.0,0.0
1.35,0.5995893224,0,0,0.0,HBACK,1,M,A,2,0.0,0.0
2.19,0.7036276523,0,0,0.0,STNWG,4,M,E,2,0.0,0.0
2.09,0.7008898015,0,0,0.0,UTE,2,M,C,4,0.0,0.0
1.15,0.6954140999,0,0,0.0,UTE,4,M,F,4,0.0,0.0
1.49,0.3449691992,0,0,0.0,STNWG,4,M,D,1,0.0,0.0
1.01,0.1259411362,0,0,0.0,HBACK,3,F,C,3,0.0,0.0
1.19,0.6652977413,0,0,0.0,HBACK,2,F,C,4,0.0,0.0
0.94,0.3394934976,0,0,0.0,SEDAN,3,M,B,5,0.0,0.0
2.18,0.7036276523,0,0,0.0,STNWG,2,M,C,2,0.0,0.0
